rank,mark,wind,competitor,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,season
466,3:25.45,,South Carolina,USA,4,"Ole Miss T&F Complex, Oxford, MS (USA)",2022-05-14,1177.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.45,USA,2022
468,3:25.46,,Cuba,CUB,1h1,"National Stadium, Beijing (CHN)",2008-08-22,1177.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.46,CHN,2008
469,3:25.48,,Great Britain & NI,GBR,2h1,"National Stadium, Beijing (CHN)",2008-08-22,1177.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.48,CHN,2008
469,3:25.48,,Arkansas,USA,1h2,"Lawrence, KS (USA)",2016-05-28,1177.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.48,USA,2016
471,3:25.49,,Germany,GER,5,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-22,1177.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.49,GER,1993
471,3:25.49,,France,FRA,2,"Olympiastadion, Helsinki (FIN)",2012-07-01,1177.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.49,FIN,2012
473,3:25.50,,Great Britain & NI,GBR,5sf2,"Ullevi Stadium, Göteborg (SWE)",1995-08-12,1176.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.5,SWE,1995
473,3:25.50,,Russia,RUS,1,"International Stadium, Gateshead (GBR)",2000-07-16,1176.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.5,GBR,2000
475,3:25.51,,Africa,INT,3,"Le Grand Stade, Marrakech (MAR)",2014-09-14,1176.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.51,MAR,2014
475,3:25.51,,Arkansas,INT,1h3,"Hayward Field, Eugene, OR (USA)",2024-06-06,1176.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.51,USA,2024
475,3:25.51,,Great Britain & NI,GBR,4,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-11,1176.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.51,USA,1984
478,3:25.52,,Russia,RUS,1,"Petrovskiy Stadium, St. Petersburg (RUS)",1998-06-28,1176.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.52,RUS,1998
479,3:25.53,,Jamaica,JAM,2h2,"Olympic Stadium, Athina (GRE)",1997-08-09,1176.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.53,GRE,1997
480,3:25.54,,United States,USA,1,Birmingham (GBR),2006-08-20,1176.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.54,GBR,2006
481,3:25.55,,Jamaica,JAM,2h1,"Estadio Olímpico, Barcelona (ESP)",1992-08-07,1176.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.55,ESP,1992
481,3:25.55,,Germany,GER,3h1,"National Stadium, Beijing (CHN)",2008-08-22,1176.0,4x400-metres-relay,relays,female,senior,4x400-metres-relay,track,205.55,CHN,2008
